County, FIPS,cancer_incidence_per_100000
"Okeechobee County, Florida(6,10)",12093,440.9
"Greene County, North Carolina(6,10)",37079,440.8
"Adair County, Iowa(7,8)",19001,440.7
"Orange County, Florida(6,10)",12095,440.7
"Spokane County, Washington(6,10)",53063,440.7
"Camden County, Georgia(7,9)",13039,440.7
"Bryan County, Oklahoma(6,10)",40013,440.5
"Manitowoc County, Wisconsin(6,10)",55071,440.1
"Macon County, North Carolina(6,10)",37113,440
"Dearborn County, Indiana(6,10)",18029,439.8
"Crawford County, Arkansas(6,10)",5033,439.8
"Custer County, Colorado(6,10)",8027,439.8
"Lake County, South Dakota(6,10)",46079,439.7
"Clearwater County, Idaho(6,10)",16035,439.7
"Gentry County, Missouri(6,10)",29075,439.7
"Sanders County, Montana(6,10)",30089,439.6
"Gwinnett County, Georgia(7,8)",13135,439.6
"Stoddard County, Missouri(6,10)",29207,439.5
"Cheyenne County, Nebraska(6,10)",31033,439.5
"Darke County, Ohio(6,10)",39037,439.3
"Denver County, Colorado(6,10)",8031,439.2
"Schoolcraft County, Michigan(6,10)",26153,439.1 #  
"Fayette County, Indiana(6,10)",18041,439.1
"Seneca County, Ohio(6,10)",39147,439
"Dallas County, Iowa(7,8)",19049,438.9
"Burleigh County, North Dakota(6,10)",38015,438.9
"Montgomery County, Alabama(6,10)",1101,438.8
"Orleans County, Vermont(6,10)",50019,438.8
"Lauderdale County, Mississippi(6,10)",28075,438.8
"Lawrence County, Tennessee(6,10)",47099,438.8
"Wade Hampton Census Area, Alaska(6,10)",2270,438.7
"Marshall County, Mississippi(6,10)",28093,438.7
"Midland County, Michigan(6,10)",26111,438.7 #  
"Jersey County, Illinois(6,10)",17083,438.7
"Putnam County, Georgia(7)",13237,438.7
"Independence County, Arkansas(6,10)",5063,438.6
"Phillips County, Arkansas(6,10)",5107,438.5
"Logan County, Oklahoma(6,10)",40083,438.5
"Hood County, Texas(6,10)",48221,438.5
"Harrison County, Indiana(6,10)",18061,438.5
"Laramie County, Wyoming(6,10)",56021,438.5
"New Madrid County, Missouri(6,10)",29143,438.4
"Morgan County, Ohio(6,10)",39115,438.4
"Ochiltree County, Texas(6,10)",48357,438.4
"Broward County, Florida(6,10)",12011,438.3
"Baker County, Oregon(6,10)",41001,438.3
"St. Clair County, Alabama(6,10)",1115,438.3
"Emanuel County, Georgia(7,9)",13107,438.2
"Montgomery County, Texas(6,10)",48339,438.1
"Cherokee County, Oklahoma(6,10)",40021,438.1
"Cherokee County, Iowa(7,8)",19035,438.1
"Klamath County, Oregon(6,10)",41035,438
"Marshall County, Alabama(6,10)",1095,437.9
"Guthrie County, Iowa(7,8)",19077,437.9
"Wilkinson County, Mississippi(6,10)",28157,437.7
"Rockdale County, Georgia(7,9)",13247,437.7
"Chowan County, North Carolina(6,10)",37041,437.7
"Perry County, Missouri(6,10)",29157,437.7
"Houston County, Georgia(7,9)",13153,437.6
"Bamberg County, South Carolina(6,10)",45009,437.6
"Summit County, Ohio(6,10)",39153,437.5
"Dawson County, Texas(6,10)",48115,437.5
"Dodge County, Wisconsin(6,10)",55027,437.3
"Cochran County, Texas(6,10)",48079,437.3
"Greene County, Ohio(6,10)",39057,437.3
"Wayne County, Pennsylvania(6,10)",42127,437.2
"Clay County, Tennessee(6,10)",47027,437.1
"Madison County, Alabama(6,10)",1089,437.1
"Henry County, Virginia(6,10)",51089,437.1
"Montgomery County, Georgia(7,9)",13209,437
"Prince George County, Virginia(6,10)",51149,437
"Addison County, Vermont(6,10)",50001,436.9
"Niobrara County, Wyoming(6,10)",56027,436.8
"Orange County, North Carolina(6,10)",37135,436.7
"Custer County, Oklahoma(6,10)",40039,436.7
"Jefferson County, Colorado(6,10)",8059,436.7
"Lincoln County, Maine(6,10)",23015,436.6
"Dixie County, Florida(6,10)",12029,436.6
"Campbell County, Wyoming(6,10)",56005,436.5
"Ector County, Texas(6,10)",48135,436.4
"Cumberland County, Virginia(6,10)",51049,436.4
"Lincoln Parish, Louisiana(7,9)",22061,436.3
"Ramsey County, North Dakota(6,10)",38071,436.3
"Ellis County, Texas(6,10)",48139,436.2
"Turner County, South Dakota(6,10)",46125,436
"Pueblo County, Colorado(6,10)",8101,436
"Nelson County, North Dakota(6,10)",38063,436
"Frederick County, Maryland(6,10)",24021,435.9
"Montezuma County, Colorado(6,10)",8083,435.9
"Irion County, Texas(6,10)",48235,435.8
"Armstrong County, Texas(6,10)",48011,435.7
"Allen County, Indiana(6,10)",18003,435.7
"Calhoun County, Texas(6,10)",48057,435.6
"Virginia Beach City, Virginia(6,10)",51810,435.6
"Richland County, Montana(6,10)",30083,435.5
"Grafton County, New Hampshire(6,10)",33009,435.5
"Lemhi County, Idaho(6,10)",16059,435.5
"Green County, Kentucky(7,9)",21087,435.4
"Dallas County, Missouri(6,10)",29059,435.4
"Fluvanna County, Virginia(6,10)",51065,435.3
"Preston County, West Virginia(6,10)",54077,435.3
"Queens County, New York(6,10)",36081,435.2
"Franklin County, Maine(6,10)",23007,435.2
"Meigs County, Ohio(6,10)",39105,435.2
"Covington County, Alabama(6,10)",1039,435.1
"Goliad County, Texas(6,10)",48175,435
"Crittenden County, Kentucky(7,9)",21055,435
"San Diego County, California(7,9)",6073,434.9
"Wheeler County, Texas(6,10)",48483,434.9
"Converse County, Wyoming(6,10)",56009,434.9
"Boone County, Iowa(7,8)",19015,434.9
"Irwin County, Georgia(7,9)",13155,434.9
"Wayne County, Tennessee(6,10)",47181,434.8
"Gulf County, Florida(6,10)",12045,434.7
"Red River County, Texas(6,10)",48387,434.6
"Monroe County, West Virginia(6,10)",54063,434.6
"Worth County, Georgia(7,9)",13321,434.6
"Mayes County, Oklahoma(6,10)",40097,434.6
"Howard County, Arkansas(6,10)",5061,434.6
"Greene County, Missouri(6,10)",29077,434.6
"Montague County, Texas(6,10)",48337,434.5
"Bradford County, Florida(6,10)",12007,434.4
"Charlotte County, Virginia(6,10)",51037,434.4
"Box Butte County, Nebraska(6,10)",31013,434.4
"Juneau County, Wisconsin(6,10)",55057,434.3
"Madison County, Iowa(7,8)",19121,434.2
"Susquehanna County, Pennsylvania(6,10)",42115,434.1
"Grady County, Georgia(7,9)",13131,434.1
"Hertford County, North Carolina(6,10)",37091,434.1
"Escambia County, Alabama(6,10)",1053,434
"Madison County, Tennessee(6,10)",47113,434
"Mitchell County, Texas(6,10)",48335,434
"Sumter County, Alabama(6,10)",1119,433.9
"Macon County, Missouri(6,10)",29121,433.8
"Harris County, Texas(6,10)",48201,433.8
"Decatur County, Indiana(6,10)",18031,433.7
"Daviess County, Missouri(6,10)",29061,433.7
"McNairy County, Tennessee(6,10)",47109,433.7
"Livingston County, Michigan(6,10)",26093,433.5 #  
"Wythe County, Virginia(6,10)",51197,433.5
"Essex County, Virginia(6,10)",51057,433.5
"Aransas County, Texas(6,10)",48007,433.4
"Cross County, Arkansas(6,10)",5037,433.4
"Stanislaus County, California(7,9)",6099,433.4
"Hardin County, Ohio(6,10)",39065,433.4
"Wayne County, West Virginia(6,10)",54099,433.2
"Ringgold County, Iowa(7,8)",19159,433.2
"Ogle County, Illinois(6,10)",17141,433.2
"Clay County, Arkansas(6,10)",5021,433.2
"Carbon County, Utah(7,8)",49007,433.1
"Osage County, Missouri(6,10)",29151,433.1
"Banks County, Georgia(7,9)",13011,433
"Santa Barbara County, California(7,9)",6083,433
"San Benito County, California(7,9)",6069,433
"Union County, Pennsylvania(6,10)",42119,432.9
"Osceola County, Iowa(7,8)",19143,432.9
"Taney County, Missouri(6,10)",29213,432.8
"Ventura County, California(7,9)",6111,432.7
"Summit County, Utah(7,8)",49043,432.7
"Appomattox County, Virginia(6,10)",51011,432.6
"Cherokee County, Alabama(6,10)",1019,432.6
"Claiborne County, Mississippi(6,10)",28021,432.6
"McLennan County, Texas(6,10)",48309,432.6
"Dallas County, Texas(6,10)",48113,432.5
"Thayer County, Nebraska(6,10)",31169,432.5
"Wasatch County, Utah(7,8)",49051,432.5
"Adams County, Indiana(6,10)",18001,432.5
"Quitman County, Mississippi(6,10)",28119,432.5
"Waushara County, Wisconsin(6,10)",55137,432.3
"Tillamook County, Oregon(6,10)",41057,432.2
"Limestone County, Texas(6,10)",48293,432.2
"Comanche County, Texas(6,10)",48093,432.1
"San Joaquin County, California(7,9)",6077,432.1
"Faulk County, South Dakota(6,10)",46049,432
"Kemper County, Mississippi(6,10)",28069,432
"Hancock County, Ohio(6,10)",39063,431.9
"Caribou County, Idaho(6,10)",16029,431.8
"Red River Parish, Louisiana(7,9)",22081,431.7
"Wayne County, Mississippi(6,10)",28153,431.7
"Adams County, Idaho(6,10)",16003,431.7
"Del Norte County, California(7,9)",6015,431.6
"Union County, Iowa(7,8)",19175,431.6
"Knox County, Missouri(6,10)",29103,431.6
"Lake County, Montana(6,10)",30047,431.5
"Decatur County, Tennessee(6,10)",47039,431.5
"Van Buren County, Michigan(6,10)",26159,431.5 #  
"Washington County, Nebraska(6,10)",31177,431.4
"Winneshiek County, Iowa(7,8)",19191,431.4
"Windham County, Connecticut(7,8)",9015,431.4
"Hood River County, Oregon(6,10)",41027,431.3
"Nuckolls County, Nebraska(6,10)",31129,431.1
"Anson County, North Carolina(6,10)",37007,431.1
"Vanderburgh County, Indiana(6,10)",18163,431.1
"Tyrrell County, North Carolina(6,10)",37177,431
"Bremer County, Iowa(7,8)",19017,430.9
"Abbeville County, South Carolina(6,10)",45001,430.9
"Laclede County, Missouri(6,10)",29105,430.9
"Hooker County, Nebraska(6,10)",31091,430.8
"Pinellas County, Florida(6,10)",12103,430.8
"Ashley County, Arkansas(6,10)",5003,430.8
"Dane County, Wisconsin(6,10)",55025,430.7
"McCulloch County, Texas(6,10)",48307,430.6
"Ward County, Texas(6,10)",48475,430.5
"Indian River County, Florida(6,10)",12061,430.4
"Pawnee County, Oklahoma(6,10)",40117,430.4
"Hutchinson County, South Dakota(6,10)",46067,430.4
"Coffee County, Alabama(6,10)",1031,430.4
"Marquette County, Michigan(6,10)",26103,430.4 #  
"Siskiyou County, California(7,9)",6093,430.4
"Johnson County, Indiana(6,10)",18081,430.4
"Bottineau County, North Dakota(6,10)",38009,430.4
"Lewis County, Washington(6,10)",53041,430.4
"Bertie County, North Carolina(6,10)",37015,430.4
"Washington County, Arkansas(6,10)",5143,430.3
"Okaloosa County, Florida(6,10)",12091,430.2
"Lewis and Clark County, Montana(6,10)",30049,430.2
"Umatilla County, Oregon(6,10)",41059,430.1
"Crockett County, Tennessee(6,10)",47033,430.1
"Cass County, Missouri(6,10)",29037,430.1
"Comanche County, Oklahoma(6,10)",40031,430.1
"Page County, Virginia(6,10)",51139,430.1
"Lubbock County, Texas(6,10)",48303,430
"Dubois County, Indiana(6,10)",18037,429.9
"Blount County, Alabama(6,10)",1009,429.9
"Custer County, Nebraska(6,10)",31041,429.8
"Union County, North Carolina(6,10)",37179,429.7
"Harrison County, Texas(6,10)",48203,429.7
"Queen Annes County, Maryland(6,10)",24035,429.6
"Smith County, Texas(6,10)",48423,429.6
"Grant County, South Dakota(6,10)",46051,429.5
"Arapahoe County, Colorado(6,10)",8005,429.5
"Milam County, Texas(6,10)",48331,429.4
"Clark County, South Dakota(6,10)",46025,429.4
"Lanier County, Georgia(7,9)",13173,429.4
"Caddo County, Oklahoma(6,10)",40015,429.4
"Sebastian County, Arkansas(6,10)",5131,429.4
"Brazoria County, Texas(6,10)",48039,429.3
"Boone County, Indiana(6,10)",18011,429.3
"Washington County, Oregon(6,10)",41067,429.2
"Hickman County, Kentucky(7,9)",21105,429.2
"Teller County, Colorado(6,10)",8119,429.1
"McHenry County, North Dakota(6,10)",38049,429.1
"DeWitt County, Texas(6,10)",48123,429
"West Feliciana Parish, Louisiana(7,9)",22125,429
"San Francisco County, California(7,8)",6075,428.9
"Davis County, Utah(7,8)",49011,428.8
"DeSoto County, Mississippi(6,10)",28033,428.8
"Prentiss County, Mississippi(6,10)",28117,428.8
"Eastland County, Texas(6,10)",48133,428.7
"Monroe County, Indiana(6,10)",18105,428.7
"Saunders County, Nebraska(6,10)",31155,428.6
"Allamakee County, Iowa(7,8)",19005,428.5
"Rains County, Texas(6,10)",48379,428.5
"Red Willow County, Nebraska(6,10)",31145,428.4
"Grant County, Wisconsin(6,10)",55043,428.2
"Yolo County, California(7,9)",6113,428.2
"Warren County, Virginia(6,10)",51187,428.2
"Chesterfield County, South Carolina(6,10)",45025,428.1
"Cooke County, Texas(6,10)",48097,428.1
"Calhoun County, Michigan(6,10)",26025,428.1 #  
"Young County, Texas(6,10)",48503,428
"Randall County, Texas(6,10)",48381,428
"Belmont County, Ohio(6,10)",39013,427.9
"Gibson County, Indiana(6,10)",18051,427.8
"Seminole County, Florida(6,10)",12117,427.8
"Newton County, Indiana(6,10)",18111,427.8
"Brown County, Texas(6,10)",48049,427.7
"Clay County, Mississippi(6,10)",28025,427.7
"Chatham County, North Carolina(6,10)",37037,427.6
"Bowie County, Texas(6,10)",48037,427.6
"Amherst County, Virginia(6,10)",51009,427.4
"Clark County, Washington(6,10)",53011,427.4
"Nolan County, Texas(6,10)",48353,427.3
"Sioux County, Iowa(7,8)",19167,427.3
"Davis County, Iowa(7,8)",19051,427.3
"Yuma County, Colorado(6,10)",8125,427.2
"Lexington County, South Carolina(6,10)",45063,427.2
"Highland County, Ohio(6,10)",39071,427
"Berrien County, Georgia(7,9)",13019,426.9
"Brown County, Indiana(6,10)",18013,426.9
"Emmet County, Iowa(7,8)",19063,426.9
"Ouachita County, Arkansas(6,10)",5103,426.8
"Mitchell County, Iowa(7,8)",19131,426.7
"Surry County, Virginia(6,10)",51181,426.5
"Santa Rosa County, Florida(6,10)",12113,426.5
"Perkins County, South Dakota(6,10)",46105,426.4
"Pierce County, Nebraska(6,10)",31139,426.4
"Newberry County, South Carolina(6,10)",45071,426.3
"Boone County, Arkansas(6,10)",5009,426.3
"Cullman County, Alabama(6,10)",1043,426.3
"Buena Vista County, Iowa(7,8)",19021,426.3
"Deer Lodge County, Montana(6,10)",30023,426.1
"Carbon County, Wyoming(6,10)",56007,426.1
"Ashland County, Ohio(6,10)",39005,426
"Lancaster County, Nebraska(6,10)",31109,425.9
"Lenawee County, Michigan(6,10)",26091,425.8 #  
"Lancaster County, South Carolina(6,10)",45057,425.8
"Allen County, Kentucky(7,9)",21003,425.8
"Morgan County, Missouri(6,10)",29141,425.7
"Tipton County, Indiana(6,10)",18159,425.7
"Stark County, North Dakota(6,10)",38089,425.7
"Putnam County, Ohio(6,10)",39137,425.6
"Randolph County, Arkansas(6,10)",5121,425.6
"Miner County, South Dakota(6,10)",46097,425.6
"Hart County, Georgia(7,9)",13147,425.6
"Johnson County, Nebraska(6,10)",31097,425.6
"Taylor County, Florida(6,10)",12123,425.5
"Liberty County, Georgia(7,9)",13179,425.5
"Sullivan County, Missouri(6,10)",29211,425.4
"Morgan County, West Virginia(6,10)",54065,425.4
"Somervell County, Texas(6,10)",48425,425.4
"Oktibbeha County, Mississippi(6,10)",28105,425.4
"Dillon County, South Carolina(6,10)",45033,425.3
"Williamsburg County, South Carolina(6,10)",45089,425.2
"Honolulu County, Hawaii(7,9)",15003,425.2
"Indiana County, Pennsylvania(6,10)",42063,425.1
"Platte County, Missouri(6,10)",29165,425.1
"Amite County, Mississippi(6,10)",28005,425.1
"Lucas County, Iowa(7,8)",19117,425.1
"Parke County, Indiana(6,10)",18121,425
"Pawnee County, Nebraska(6,10)",31133,425
"Morris County, Texas(6,10)",48343,425
"Van Wert County, Ohio(6,10)",39161,425
"Nodaway County, Missouri(6,10)",29147,425
"Dunklin County, Missouri(6,10)",29069,424.9
"McIntosh County, North Dakota(6,10)",38051,424.9
"Van Zandt County, Texas(6,10)",48467,424.9
"Washington County, Texas(6,10)",48477,424.8
"Pondera County, Montana(6,10)",30073,424.8
"Logan County, Arkansas(6,10)",5083,424.7
"Brazos County, Texas(6,10)",48041,424.7
"Hoke County, North Carolina(6,10)",37093,424.7
"Wharton County, Texas(6,10)",48481,424.5
"Upshur County, Texas(6,10)",48459,424.5
"Platte County, Nebraska(6,10)",31141,424.5
"Pickens County, Alabama(6,10)",1107,424.5
"Terry County, Texas(6,10)",48445,424.4
"Beadle County, South Dakota(6,10)",46005,424.4
"Guadalupe County, Texas(6,10)",48187,424.4
"Fairbanks North Star, Alaska(6,10)",2090,424.4
"Dent County, Missouri(6,10)",29065,424.4
"Miami County, Indiana(6,10)",18103,424.4
"Denton County, Texas(6,10)",48121,424.3
"Karnes County, Texas(6,10)",48255,424.2
"Sierra County, New Mexico(7,8)",35051,424.2
"Sandusky County, Ohio(6,10)",39143,424.2
"Iowa County, Wisconsin(6,10)",55049,424.1
"Valley County, Montana(6,10)",30105,424
"Douglas County, Colorado(6,10)",8035,424
"Van Buren County, Arkansas(6,10)",5141,424
"Codington County, South Dakota(6,10)",46029,423.9
"Dade County, Georgia(7,9)",13083,423.9
"Polk County, North Carolina(6,10)",37149,423.9
"Nevada County, California(7,9)",6057,423.9
"Stevens County, Washington(6,10)",53065,423.8
"Fillmore County, Nebraska(6,10)",31059,423.8
"Huntingdon County, Pennsylvania(6,10)",42061,423.7
"Jefferson County, West Virginia(6,10)",54037,423.7
"Jefferson County, Iowa(7,8)",19101,423.6
"Noxubee County, Mississippi(6,10)",28103,423.5
"Miller County, Arkansas(6,10)",5091,423.4
"Marion County, Texas(6,10)",48315,423.4
"Hamilton County, Texas(6,10)",48193,423.4
"Phelps County, Missouri(6,10)",29161,423.3
"St. Marys County, Maryland(6,10)",24037,423.2
"Lafayette County, Wisconsin(6,10)",55065,423.2
"Monroe County, Ohio(6,10)",39111,423.2
"Sabine County, Texas(6,10)",48403,423.1
"San Bernardino County, California(7,9)",6071,423.1
"Attala County, Mississippi(6,10)",28007,423
"James City County, Virginia(6,10)",51095,423
"Runnels County, Texas(6,10)",48399,423
"Big Horn County, Montana(6,10)",30003,422.9
"Howard County, Indiana(6,10)",18067,422.9
"Franklin County, Virginia(6,10)",51067,422.8
"Bingham County, Idaho(6,10)",16011,422.8
"Rockwall County, Texas(6,10)",48397,422.8
"Hutchinson County, Texas(6,10)",48233,422.7
"Monroe County, Missouri(6,10)",29137,422.7
"Cape Girardeau County, Missouri(6,10)",29031,422.7
"Mackinac County, Michigan(6,10)",26097,422.5 #  
"Hampton County, South Carolina(6,10)",45049,422.5
"DeKalb County, Tennessee(6,10)",47041,422.5
"Volusia County, Florida(6,10)",12127,422.4
"Palm Beach County, Florida(6,10)",12099,422.3
"Hardee County, Florida(6,10)",12049,422.3
"Washington County, Missouri(6,10)",29221,422.2
"Hot Spring County, Arkansas(6,10)",5059,422.1
"Antrim County, Michigan(6,10)",26009,422.1 #  
"Kewaunee County, Wisconsin(6,10)",55061,422
"Chouteau County, Montana(6,10)",30015,421.9
"Lincoln County, Tennessee(6,10)",47103,421.9
"Miller County, Missouri(6,10)",29131,421.8
"Franklin County, Alabama(6,10)",1059,421.7
"McCormick County, South Carolina(6,10)",45065,421.7
"Avery County, North Carolina(6,10)",37011,421.7
"Jo Daviess County, Illinois(6,10)",17085,421.6
"Culpeper County, Virginia(6,10)",51047,421.6
"Suwannee County, Florida(6,10)",12121,421.4
"Clay County, Texas(6,10)",48077,421.4
"Beaver County, Utah(7,8)",49001,421.4
"Franklin County, Washington(6,10)",53021,420.9
"Walker County, Georgia(7,9)",13295,420.9
"Sauk County, Wisconsin(6,10)",55111,420.9
"Richland County, Wisconsin(6,10)",55103,420.9
"Matagorda County, Texas(6,10)",48321,420.8
"Washington County, Virginia(6,10)",51191,420.8
"Adams County, Colorado(6,10)",8001,420.8
"Daviess County, Indiana(6,10)",18027,420.7
"Luna County, New Mexico(7,8)",35029,420.6
"Charles County, Maryland(6,10)",24017,420.5
"Bonneville County, Idaho(6,10)",16019,420.4
"Jones County, Texas(6,10)",48253,420.3
"Wagoner County, Oklahoma(6,10)",40145,420.3
"Plumas County, California(7,9)",6063,420.3
"Madera County, California(7,9)",6039,420.3
"Beaverhead County, Montana(6,10)",30001,420.2
"Adair County, Missouri(6,10)",29001,420.1
"Missoula County, Montana(6,10)",30063,420.1
"Izard County, Arkansas(6,10)",5065,420
"Green County, Wisconsin(6,10)",55045,420
"Santa Clara County, California(7,9)",6085,420
"Montgomery County, Indiana(6,10)",18107,420
"Taylor County, Texas(6,10)",48441,419.8
"Scotts Bluff County, Nebraska(6,10)",31157,419.7
"Barry County, Missouri(6,10)",29009,419.6
"Harmon County, Oklahoma(6,10)",40057,419.5
"Kern County, California(7,9)",6029,419.5
"Robertson County, Texas(6,10)",48395,419.5
"Neshoba County, Mississippi(6,10)",28099,419.5
"Douglas County, Oregon(6,10)",41019,419.4
"Garden County, Nebraska(6,10)",31069,419.3
"Bath County, Virginia(6,10)",51017,419.3
"Alger County, Michigan(6,10)",26003,419.3 #  
"Burnet County, Texas(6,10)",48053,419.3
"Brunswick County, North Carolina(6,10)",37019,419.2
"Bulloch County, Georgia(7,9)",13031,418.9
"Lane County, Oregon(6,10)",41039,418.7
"Coffee County, Georgia(7,9)",13069,418.6
"Orange County, California(7,9)",6059,418.6
"Fisher County, Texas(6,10)",48151,418.6
"Maui County, Hawaii(7,9)",15009,418.3
"Pittsburg County, Oklahoma(6,10)",40121,418.2
"Howard County, Maryland(6,10)",24027,418.1
"Iron County, Utah(7,8)",49021,418
"Clarke County, Virginia(6,10)",51043,417.9
"Weber County, Utah(7,8)",49057,417.9
"Grant County, Washington(6,10)",53025,417.9
"Ionia County, Michigan(6,10)",26067,417.8 #  
"Wayne County, Ohio(6,10)",39169,417.8
"Christian County, Missouri(6,10)",29043,417.7
"Howell County, Missouri(6,10)",29091,417.6
"Polk County, Nebraska(6,10)",31143,417.6
"Columbus County, North Carolina(6,10)",37047,417.5
"Sevier County, Utah(7,8)",49041,417.4
"Camden County, North Carolina(6,10)",37029,417.4
"Missaukee County, Michigan(6,10)",26113,417.3 #  
"Valdez-Cordova Census Area, Alaska(6,10)",2261,417.3
"Hancock County, Kentucky(7,9)",21091,417.3
"Broomfield County, Colorado(6,10)",8014,417.3
"Salt Lake County, Utah(7,8)",49035,417.3
"Jack County, Texas(6,10)",48237,417.2
"Garrett County, Maryland(6,10)",24023,417.1
"Vernon County, Missouri(6,10)",29217,417
"Wood County, Texas(6,10)",48499,417
"Harris County, Georgia(7,9)",13145,417
"Noble County, Indiana(6,10)",18113,416.9
"Clear Creek County, Colorado(6,10)",8019,416.9
"Platte County, Wyoming(6,10)",56031,416.9
"Adair County, Oklahoma(6,10)",40001,416.8
"Alamosa County, Colorado(6,10)",8003,416.8
"Grady County, Oklahoma(6,10)",40051,416.7
"Big Horn County, Wyoming(6,10)",56003,416.6
"Kodiak Island Borough, Alaska(6,10)",2150,416.6
"Gallatin County, Montana(6,10)",30031,416.6
"Sully County, South Dakota(6,10)",46119,416.6
"Hardin County, Illinois(6,10)",17069,416.4
"Madison County, North Carolina(6,10)",37115,416.2
"Crawford County, Michigan(6,10)",26039,416.1 #  
"Merced County, California(7,9)",6047,415.9
"Vernon County, Wisconsin(6,10)",55123,415.9
"Hall County, Texas(6,10)",48191,415.8
"Marshall County, South Dakota(6,10)",46091,415.7
"George County, Mississippi(6,10)",28039,415.7
"Whitfield County, Georgia(7,9)",13313,415.7
"Bastrop County, Texas(6,10)",48021,415.6
"Ellis County, Oklahoma(6,10)",40045,415.5
"La Plata County, Colorado(6,10)",8067,415.5
"Hampshire County, Massachusetts(6,10)",25015,415.4
"Brookings County, South Dakota(6,10)",46011,415.4
"Johnston County, Oklahoma(6,10)",40069,415.2
"Beckham County, Oklahoma(6,10)",40009,415.1
"Tippah County, Mississippi(6,10)",28139,415.1
"Columbia County, Arkansas(6,10)",5027,414.9
"Mesa County, Colorado(6,10)",8077,414.8
"Benton County, Oregon(6,10)",41003,414.8
"Presque Isle County, Michigan(6,10)",26141,414.7 #  
"Johnson County, Tennessee(6,10)",47091,414.7
"Chippewa County, Michigan(6,10)",26033,414.6 #  
"St. Lucie County, Florida(6,10)",12111,414.6
"Riverside County, California(7,9)",6065,414.5
"Portage County, Wisconsin(6,10)",55097,414.5
"Dinwiddie County, Virginia(6,10)",51053,414.5
"Benton County, Indiana(6,10)",18007,414.4
"Carroll County, Indiana(6,10)",18015,414.4
"Phillips County, Colorado(6,10)",8095,414.3
"Todd County, South Dakota(6,10)",46121,414.3
"Lavaca County, Texas(6,10)",48285,414.2
"Greene County, Arkansas(6,10)",5055,414.1
"Watauga County, North Carolina(6,10)",37189,414
"Gillespie County, Texas(6,10)",48171,414
"Franklin County, Massachusetts(6,10)",25011,413.9
"Calaveras County, California(7,9)",6009,413.9
"Lake County, Tennessee(6,10)",47095,413.7
"Highlands County, Florida(6,10)",12055,413.7
"Monterey County, California(7,9)",6053,413.6
"Polk County, Missouri(6,10)",29167,413.5
"Mineral County, Colorado(6,10)",8079,413.5
"Eaton County, Michigan(6,10)",26045,413.5 #  
"Alameda County, California(7,8)",6001,413.4
"Bristol Bay Borough, Alaska(6,10)",2060,413.4
"Haines Borough, Alaska(6,10)",2100,413.3
"Ottawa County, Oklahoma(6,10)",40115,413.3
"Franklin County, Texas(6,10)",48159,413.3
"San Juan County, Washington(7,8)",53055,413.3
"Cass County, Indiana(6,10)",18017,412.9
"Schleicher County, Texas(6,10)",48413,412.8
"Quay County, New Mexico(7,8)",35037,412.7
"Halifax County with South Boston City, Virginia(6,10)",51083,412.7
"Taylor County, Wisconsin(6,10)",55119,412.7
"Charlotte County, Florida(6,10)",12015,412.7
"Johnson County, Wyoming(6,10)",56019,412.7
"Wells County, Indiana(6,10)",18179,412.6
"Fresno County, California(7,9)",6019,412.6
"Williams County, Ohio(6,10)",39171,412.3
"Barron County, Wisconsin(6,10)",55005,412.1
"Yoakum County, Texas(6,10)",48501,412.1
"Pike County, Indiana(6,10)",18125,412.1
"Caldwell County, Texas(6,10)",48055,412.1
"Franklin County, Florida(6,10)",12037,412
"Lawrence County, Missouri(6,10)",29109,412
"Hamilton County, Nebraska(6,10)",31081,411.9
"Lampasas County, Texas(6,10)",48281,411.8
"Potter County, South Dakota(6,10)",46107,411.7
"Hemphill County, Texas(6,10)",48211,411.7
"Carbon County, Montana(6,10)",30009,411.7
"Jeff Davis County, Georgia(7,9)",13161,411.6
"Kittitas County, Washington(6,10)",53037,411.6
"Keith County, Nebraska(6,10)",31101,411.5
"Brantley County, Georgia(7,9)",13025,411.4
"Collin County, Texas(6,10)",48085,411.3
"Park County, Wyoming(6,10)",56029,411.3
"Kerr County, Texas(6,10)",48265,411.2
"Yakima County, Washington(6,10)",53077,411
"Comal County, Texas(6,10)",48091,410.9
"Duplin County, North Carolina(6,10)",37061,410.9
"Tripp County, South Dakota(6,10)",46123,410.9
"Elbert County, Colorado(6,10)",8039,410.8
"Valley County, Idaho(6,10)",16085,410.8
"Sarasota County, Florida(6,10)",12115,410.8
"Hardeman County, Texas(6,10)",48197,410.4
"Freestone County, Texas(6,10)",48161,410.4
"Prince Edward County, Virginia(6,10)",51147,410.4
"Fannin County, Texas(6,10)",48147,410.4
"Henderson County, Illinois(6,10)",17071,410.3
"Otoe County, Nebraska(6,10)",31131,410.1
"Panola County, Texas(6,10)",48365,410
"Scott County, Arkansas(6,10)",5127,410
"Boulder County, Colorado(6,10)",8013,409.9
"Hopkins County, Texas(6,10)",48223,409.9
"Martin County, Florida(6,10)",12085,409.8
"Columbia County, Georgia(7,9)",13073,409.8
"Robeson County, North Carolina(6,10)",37155,409.6
"Jenkins County, Georgia(7,9)",13165,409.5
"Kings County, California(7,9)",6031,409.3
"Fremont County, Wyoming(6,10)",56013,409.3
"Dillingham Census Area, Alaska(6,10)",2070,409.2
"Moniteau County, Missouri(6,10)",29135,409.2
"Phelps County, Nebraska(6,10)",31137,409.2
"Walton County, Florida(6,10)",12131,409.2
